site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno  
,14001746,4,0,"BWC-O","09/15/1997","13:20","09/17/1997","10:10","26","H14.RS","HL",3,"",5,"M-","",44,50,"","","","","","","","","","",15,741820,4307635,74180.30765,741820,4307635,1,.2,25,"",25.4,"",1,"",444,"",0,"","","","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,15,"301",1,1,8,"BHCP",798,"","",1,5300,"","","",301,20,"0","9705"
,14001746,4,0,"BWC-O","09/15/1997","13:20","09/17/1997","10:10","26","H14.RS","HL",3,"",5,"M-","",44,50,"","","","","","","","","","",15,741820,4307635,74180.30765,741820,4307635,1,.2,25,"",25.4,"",1,"",444,"",0,"","","","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,15,"301",1,1,9,"BHCP",823,"","",1,5800,"","","",301,20,"0","9705"
,14001754,4,0,"MCB-U","09/18/1997","09:00","09/18/1997","09:15","26","D1.RS","D",3,"",5,"M-",200,0,15,4175,4180,190,"",22,"",60,"",25,"",15,724270,4316135,72425.31615,724270,4316135,1,.1,35,"",22.6,"",.4,"",541,"",.02,"","","","","","","","",0,2,"0","0","0","1","0","0","0","0","",0,2,88,"300",1,1,10,"GSCP",110,"",1,1,"","","","",300,59,"0","9705"
,14001796,4,1,"MCB-U","10/01/1997","10:05","","","26","B42A.RS","S",3,"",5,"M-","","","","","","","","","","","","","",15,744270,4307335,74425.30735,744270,4307335,1,.1,40,"",21.7,"",.6,"",419,"",.05,"","","","","","",1,"",1,3,"1","0","0","1","0","0","0","0","",0,1,36,"301",1,1,14,"GSCP",120,"",1,1,"","","","            1",301,36,"0","9706"
,14001830,4,1,"BWC-S","10/20/1997","10:55","10/20/1997","11:10","26","F4A.RS","D",3,"",5,"M-",200,0,15,3512,3515,185,"",19,"",60,"",25,"",15,737470,4309585,73745.3096,737470,4309585,1,.1,29,"",10.8,"",1,"",470,"",0,"","","","","","",1,"",1,2,"1","0","0","1","0","0","0","0","",0,4,206,"301",1,1,7,"GSCP",340,"",1,1,"","","","",301,23,"0","9707"
,14001849,4,0,"SCB","07/01/1997","12:20","07/02/1997","09:05","26","M5.RS","M",1,"",5,"M-","",20,45,"","","","","","","","","","",15,719070,4315435,71905.31545,719070,4315435,1,.1,26,"",29.4,"",.4,"",442,"",.26,"","","","","","","","",0,2,"1","0","0","0","0","0","0","0","",1,1,6,"301",1,2,2,"GSCP",20,"",1,1,"","","","",301,6,"0","9708"
,14001850,4,0,"BWC-S","07/01/1997","13:05","07/02/1997","09:40","26","M8.RS","M",1,"",5,"M-","",20,35,"","","","","","","","","","",15,727320,4313585,72730.3136,727320,4313585,1,.1,13,"",33,"",.4,"",425,"",0,"","","","","","","","",0,2,"0","0","0","0","0","0","0","0","",1,2,169,"301",2,2,4,"BHCP",20,"",1,2,"","","","",301,158,"0","9708"
,14001850,4,0,"BWC-S","07/01/1997","13:05","07/02/1997","09:40","26","M8.RS","M",1,"",5,"M-","",20,35,"","","","","","","","","","",15,727320,4313585,72730.3136,727320,4313585,1,.1,13,"",33,"",.4,"",425,"",0,"","","","","","","","",0,2,"0","0","0","0","0","0","0","0","",1,2,169,"301",2,2,6,"GSCP",20,"",1,19,"","","","",301,158,"0","9708"
,14001851,4,0,"SCB","07/01/1997","13:20","07/02/1997","11:05","26","M3.RS","M",1,"",5,"M-","",21,45,"","","","","","","","","","",15,729070,4312985,72905.313,729070,4312985,1,.1,27,"",27.9,"",.4,"",460,"",.16,"","","","","","","","",0,3,"0","0","0","0","0","0","0","0","",1,1,26,"301",1,2,11,"GSCP",20,"",1,1,"","","","",300,26,"0","9708"
,14001853,4,0,"MCB-U","07/02/1997","11:45","","","26","S2.RS","S",1,"",5,"M-","","","","","","","","","","","","","",15,726020,4314785,72600.3148,726020,4314785,1,.1,17,"",29,"",.6,"",488,"",.1,"","","","","","","","",0,3,"1","0","0","0","0","0","0","0","",2,1,6,"301",1,2,2,"BHCP",20,"",1,1,"","","","            1",301,6,"0","9708"
,14001854,4,0,"MCB-U","07/02/1997","12:30","","","26","S1.RS","S",1,"",5,"M-","","","","","","","","","","","","","",15,724520,4316035,72450.31605,724520,4316035,1,.1,31,"",24.5,"",.5,"",704,"",.12,"","","","","","","","",0,4,"1","0","0","1","0","0","0","0","",1,3,132,"301",3,2,2,"BHCP",20,"",1,1,"","","","            2",301,12,"0","9708"
,14001859,4,0,"IMP-S","07/07/1997","12:10","07/08/1997","11:25","26","M12.RS","M",1,"",5,"M-","",23,15,"","","","","","","","","","",15,744570,4306385,74455.3064,744570,4306385,1,.1,23,"",33.2,"",.2,"",380,"",0,"","","","","","","","",0,2,"1","0","0","0","0","0","0","0","",1,2,5953,"301",2,2,2,"BHCP",20,"",1,1,"","","","",301,5953,"0","9708"
,14001862,4,1,"MCB-U","07/15/1997","10:50","","","26","B26A.RS","S",1,"",5,"M-","","","","","","","","","","","","","",15,715470,4309585,71545.3096,715470,4309585,1,.1,27,"",29.7,"",.3,"",472,"",0,"","","","","","","","",0,2,"1","0","0","0","0","0","1","0","",2,2,41,"300",2,2,11,"BHCP",30,"",1,1,"","","","            1",301,20,"0","9708"
,14001862,4,1,"MCB-U","07/15/1997","10:50","","","26","B26A.RS","S",1,"",5,"M-","","","","","","","","","","","","","",15,715470,4309585,71545.3096,715470,4309585,1,.1,27,"",29.7,"",.3,"",472,"",0,"","","","","","","","",0,2,"1","0","0","0","0","0","1","0","",2,2,41,"300",2,2,12,"BHCP",50,"",1,1,"","","","            1",301,20,"0","9708"
,14001946,4,0,"IMP-S","06/24/1998","13:20","06/25/1998","11:50","26","M13.RS","M",1,"",5,"M-","",22,30,"","","","","","","","","","",15,745770,4306235,74575.30625,745770,4306235,1,.1,19,"",23.6,"",1.8,"","","0",.01,"","","","","","",1,"",1,2,"0","0","0","0","0","0","0","0","",0,1,19,"300",1,1,14,"GSCP",810,"",1,1,"","","","",300,19,"0","9801"
,14001968,4,0,"BWC-O","07/06/1998","10:50","07/08/1998","10:30","26","H15.RS","HL",1,"",8,"M-","",47,40,"","","","","","","","","","",15,741970,4307835,74195.30785,741970,4307835,1,.1,19,"",30.4,"",.7,"",387,"",0,"",9.6,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,5,"300",1,1,2,"BHCP",830,"",1,1,"","","","",300,5,"0","9801"
,14001970,4,0,"BWC-O","07/06/1998","12:30","07/08/1998","12:25","26","H14.RS","HL",1,"",5,"M-","",47,55,"","","","","","","","","","",15,738820,4309485,73880.3095,738820,4309485,1,.1,29,"",30.7,"",1.6,"",435,"",0,"",9.6,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,19,"300",1,1,17,"BHCP",900,"",1,1,"","","","",300,19,"0","9801"
,14001970,4,0,"BWC-O","07/06/1998","12:30","07/08/1998","12:25","26","H14.RS","HL",1,"",5,"M-","",47,55,"","","","","","","","","","",15,738820,4309485,73880.3095,738820,4309485,1,.1,29,"",30.7,"",1.6,"",435,"",0,"",9.6,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,19,"300",1,1,14,"BHCP",490,"",1,1,"","","","",300,19,"0","9801"
,14001970,4,0,"BWC-O","07/06/1998","12:30","07/08/1998","12:25","26","H14.RS","HL",1,"",5,"M-","",47,55,"","","","","","","","","","",15,738820,4309485,73880.3095,738820,4309485,1,.1,29,"",30.7,"",1.6,"",435,"",0,"",9.6,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,19,"300",1,1,15,"BHCP",820,"",1,1,"","","","",300,19,"0","9801"
,14001970,4,0,"BWC-O","07/06/1998","12:30","07/08/1998","12:25","26","H14.RS","HL",1,"",5,"M-","",47,55,"","","","","","","","","","",15,738820,4309485,73880.3095,738820,4309485,1,.1,29,"",30.7,"",1.6,"",435,"",0,"",9.6,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,19,"300",1,1,16,"BHCP",850,"",1,1,"","","","",300,19,"0","9801"
,14002013,4,0,"BWC-O","08/03/1998","10:20","08/04/1998","10:15","26","Y1.RS","Y",2,"",5,"M-","",23,55,"","","","","","","","","","",15,733920,4310935,73390.31095,733920,4310935,1,.1,17,"",27.1,"",.3,"",588,"",0,"",7.2,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,45,"300",1,1,4,"BHCP",30,"",1,1,"","","","",300,45,"0","9802"
,14002039,4,0,"IMP-O","08/10/1998","09:10","08/11/1998","08:10","26","X3.RS","X",2,"",5,"M-","",23,0,"","","","","","","","","","",15,743970,4305985,74395.306,743970,4305985,1,.1,42,"",27.8,"",2.2,"",413,"",0,"",8.1,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,10,"300",1,1,2,"BHCP",450,"",1,1,"","","","",302,10,"0","9803"
,14002041,4,0,"IMP-O","08/10/1998","10:05","08/12/1998","08:30","26","H16.RS","HL",2,"",8,"M-","",46,25,"","","","","","","","","","",15,744570,4306185,74455.3062,744570,4306185,1,.1,38,"",29.5,"",2,"",423,"",0,"",10.1,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,8,"300",1,1,1,"BHCP",740,"",1,1,"","","","",302,8,"0","9803"
,14002041,4,0,"IMP-O","08/10/1998","10:05","08/12/1998","08:30","26","H16.RS","HL",2,"",8,"M-","",46,25,"","","","","","","","","","",15,744570,4306185,74455.3062,744570,4306185,1,.1,38,"",29.5,"",2,"",423,"",0,"",10.1,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,8,"300",1,1,2,"BHCP",850,"",1,1,"","","","",302,8,"0","9803"
,14002050,4,0,"BWC-O","08/10/1998","13:40","08/11/1998","12:30","26","X2.RS","X",2,"",5,"M-","",22,50,"","","","","","","","","","",15,741920,4307435,74190.30745,741920,4307435,1,.2,18,"",33.3,"",1.6,"",420,"",0,"",13.2,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,32,"300",1,1,1,"BHCP",840,"",1,1,"","","","",302,27,"0","9803"
,14002119,4,0,"SCB","09/02/1998","11:50","09/02/1998","12:05","26","D13.RS","D",2,"",5,"M-",200,0,15,4125,4116,196,"",21,"",60,"",25,"",15,709120,4304935,70910.30495,709120,4304935,1,.1,34,"",27.4,"",1.5,"",451,"",.32,"",6.6,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,2,59,"300",1,1,18,"GSCP",340,"",1,1,"","","","",300,22,"0","9803"
,14002132,4,1,"SCB","09/15/1998","11:50","","","26","C43A.RS","S",3,"",5,"M-","","","","","","","","","","","","","",15,720270,4315935,72025.31595,720270,4315935,1,.1,42,"",26.7,"",.5,"",472,"",.02,"",8.5,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,1,22,"300",1,1,1,"GSCP",320,"",1,1,"","","","            1",300,22,"0","9804"
,14002165,4,0,"BWC-O","09/21/1998","12:25","09/23/1998","10:40","26","H14.RS","HL",3,"",5,"M-","",46,15,"","","","","","","","","","",15,742070,4307285,74205.3073,742070,4307285,1,.2,18,"",26.4,"",.8,"",450,"",0,"",7,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,6,"300",1,1,4,"BHCP",936,"","",1,8600,"","","",300,6,"0","9804"
,14002165,4,0,"BWC-O","09/21/1998","12:25","09/23/1998","10:40","26","H14.RS","HL",3,"",5,"M-","",46,15,"","","","","","","","","","",15,742070,4307285,74205.3073,742070,4307285,1,.2,18,"",26.4,"",.8,"",450,"",0,"",7,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,6,"300",1,1,3,"BHCP",889,"","",1,7400,"","","",300,6,"0","9804"
,14002167,4,0,"BWC-O","09/21/1998","12:45","09/23/1998","11:00","26","H15.RS","HL",3,"",5,"M-","",46,15,"","","","","","","","","","",15,742170,4307035,74215.30705,742170,4307035,1,.2,18,"",26.4,"",.8,"",450,"",0,"",7,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,12,"300",1,1,4,"BHCP",908,"","",1,7400,"","","",300,14,"0","9804"
,14002187,4,1,"BWC-O","09/30/1998","11:05","10/01/1998","14:00","26","F7A.RS","X",3,"",5,"M-","",26,55,"","","","","","","","","","",15,737920,4309435,73790.30945,737920,4309435,1,.1,33,"",25,"",1.1,"",476,"",0,"",5.8,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,2,33,"300",1,1,18,"BHCP",270,"",1,1,"","","","",302,32,"0","9804"
,14002188,4,0,"BWC-S","09/30/1998","11:20","10/01/1998","14:30","26","F3.RS","F",3,"",5,"M-","",27,10,"","","","","","","","","","",15,738470,4309485,73845.3095,738470,4309485,1,.1,22,"",25.8,"",.6,"",456,"",0,"",7.9,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,2,8,"300",1,1,7,"BHCP",140,"",1,2,"","","","",302,31,"0","9804"
,14002196,4,0,"SCB","10/08/1998","09:15","10/08/1998","09:30","26","D14.RS","D",3,"",5,"M-",200,0,15,3100,3045,203,"",15,"",60,"",25,"",15,712120,4304185,71210.3042,712120,4304185,1,.1,13,"",17.2,"",1.8,"",290,"",.88,"",6.2,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,2,33,"300",1,1,2,"SVCP",226,"","",1,115,"","","",302,27,"0","9805"
,14002197,4,0,"SCB","10/08/1998","10:03","10/08/1998","10:18","26","D12.RS","D",3,"",5,"M-",200,0,15,3100,3150,210,"",15,"",60,"",25,"",15,711920,4304085,71190.3041,711920,4304085,1,.1,13,"",17.4,"",2.1,"",290,"",.42,"",6.1,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,2,53,"300",1,1,1,"SVCP",241,"","",1,135,"","","",302,38,"0","9805"
,14002248,4,0,"MCB-U","06/30/1998","12:50","","","26","S5.RS","S",1,"",5,"M-","","","","","","","","","","","","","",15,742770,4307235,74275.30725,742770,4307235,1,.1,15,"",30.9,"",.2,"",435,"",.17,"",5.7,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",2,1,69,"300",1,2,12,"BHCP",10,"",1,2,"","","","            2",300,69,"0","9901"
,14002254,4,1,"SCB","07/31/1998","10:30","","","26","C3A.RS","S",1,"",5,"M-","","","","","","","","","","","","","",15,719070,4314585,71905.3146,719070,4314585,1,.1,28,"",27,"",1,"",448,"",.42,"",6.3,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",2,3,624,"300",2,2,2,"BHCP",100,"",1,1,"","","","            2",302,557,"0","9901"
,14002289,4,0,"IMP-S","09/28/1998","10:00","09/28/1998","10:15","26","D23.RS","D",3,"",5,"M-",200,0,15,3960,3990,190,"",21,"",60,"",25,"",15,744470,4305935,74445.30595,744470,4305935,1,.1,37,"",24.5,"",1.5,"",443,"",0,"",7.9,"","","","","","",0,2,"1","0","0","1","0","0","0","0","",1,4,113,"300",3,1,3,"GSCP",120,"",1,1,"","","","",302,5,"0","9901"
,14002309,4,1,"BWC-O","06/15/1999","12:10","06/16/1999","12:25","26","F33A.RS","X",1,"",5,"M-","",24,15,"","","","","","","","","","",15,742870,4306535,74285.30655,742870,4306535,1,.1,13,"",25.7,"",.5,"",447,"",0,"",9.6,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,28,"300",1,1,1,"BHCP",220,"",1,1,"","","","",300,20,"0","9902"
,14002309,4,1,"BWC-O","06/15/1999","12:10","06/16/1999","12:25","26","F33A.RS","X",1,"",5,"M-","",24,15,"","","","","","","","","","",15,742870,4306535,74285.30655,742870,4306535,1,.1,13,"",25.7,"",.5,"",447,"",0,"",9.6,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,28,"300",1,1,2,"BHCP",320,"",1,1,"","","","",300,20,"0","9902"
,14002338,4,2,"TWZ","07/07/1999","20:15","07/07/1999","20:30","26","M241.4K","N",1,"",5,"M-",200,0,15,4700,4700,188,"",25,"",60,"",25,"",15,700637,4319647,70065.31965,700637,4319647,1,.1,"","",28.7,"",1.6,"",558,"",.31,"",6.2,"","","","","","",0,2,"1","1","0","1","0","0","0","0","",0,4,158,"300",2,1,20,"SVCP",350,"",1,1,"","","","",300,37,"0","9902"
,14002352,4,0,"IMP-S","07/15/1999","10:25","07/15/1999","10:40","26","D24.RS","D",1,"",5,"M-",200,0,15,4250,4242,202,"",21,"",60,"",25,"",15,744420,4305985,74440.306,744420,4305985,1,.1,34,"",27.1,"",.7,"",489,"",0,"",2.9,"1","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,3,216,"300",1,1,15,"GSCP",250,"",1,1,"","","","",300,36,"0","9902"
,14002360,4,1,"BWC-S","07/19/1999","09:43","07/20/1999","10:30","26","F3A.RS","F",1,"",5,"M-","",24,47,"","","","","","","","","","",15,738270,4309435,73825.30945,738270,4309435,1,.1,34,"",33.7,"",1,"",448,"",0,"",2.5,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,14,"300",1,1,1,"BHCP",320,"",1,1,"","","","",300,15,"0","9902"
,14002361,4,0,"BWC-O","07/19/1999","09:58","07/20/1999","11:00","26","X1.RS","X",1,"",5,"M-","",25,2,"","","","","","","","","","",15,737470,4309535,73745.30955,737470,4309535,1,.1,23,"",33.8,"",.6,"",445,"",0,"",2.6,"1","","","","","",0,"","0","0","0","0","0","1","0","0","",0,3,38,"300",1,1,13,"BHCP",350,"",1,1,"","","","",300,29,"0","9902"
,14002361,4,0,"BWC-O","07/19/1999","09:58","07/20/1999","11:00","26","X1.RS","X",1,"",5,"M-","",25,2,"","","","","","","","","","",15,737470,4309535,73745.30955,737470,4309535,1,.1,23,"",33.8,"",.6,"",445,"",0,"",2.6,"1","","","","","",0,"","0","0","0","0","0","1","0","0","",0,3,38,"300",1,1,14,"BHCP",310,"",1,1,"","","","",300,29,"0","9902"
,14002361,4,0,"BWC-O","07/19/1999","09:58","07/20/1999","11:00","26","X1.RS","X",1,"",5,"M-","",25,2,"","","","","","","","","","",15,737470,4309535,73745.30955,737470,4309535,1,.1,23,"",33.8,"",.6,"",445,"",0,"",2.6,"1","","","","","",0,"","0","0","0","0","0","1","0","0","",0,3,38,"300",1,1,15,"BHCP",360,"",1,1,"","","","",300,29,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,7,"BHCP",380,"",1,1,"","","","",210,27,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,8,"BHCP",930,"",1,1,"","","","",210,27,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,9,"BHCP",310,"",1,1,"","","","",210,27,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,10,"BHCP",390,"",1,1,"","","","",210,27,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,12,"BHCP",360,"",1,1,"","","","",210,27,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,13,"BHCP",700,"",1,1,"","","","",210,27,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,14,"BHCP",330,"",1,1,"","","","",210,27,"0","9902"
,14002365,4,0,"BWC-O","07/19/1999","11:50","07/21/1999","08:40","26","H15.RS","HL",1,"",8,"M-","",44,50,"","","","","","","","","","",15,742320,4306785,74230.3068,742320,4306785,1,.1,15,"",33.2,"",.5,"",485,"",.01,"",3,"1","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,2,31,"300",1,1,15,"BHCP",430,"",1,1,"","","","",210,27,"0","9902"
,14002367,4,0,"IMP-O","07/19/1999","12:35","07/21/1999","09:30","26","H17.RS","HL",1,"",5,"M-","",44,55,"","","","","","","","","","",15,744870,4306085,74485.3061,744870,4306085,1,.1,30,"",31.5,"",3.3,"",491,"",.01,"",3.3,"1","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,11,"300",1,1,1,"BHCP",860,"",1,1,"","","","",210,11,"0","9902"
,14002367,4,0,"IMP-O","07/19/1999","12:35","07/21/1999","09:30","26","H17.RS","HL",1,"",5,"M-","",44,55,"","","","","","","","","","",15,744870,4306085,74485.3061,744870,4306085,1,.1,30,"",31.5,"",3.3,"",491,"",.01,"",3.3,"1","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,11,"300",1,1,2,"BHCP",340,"",1,1,"","","","",210,11,"0","9902"
,14002369,4,0,"IMP-O","07/19/1999","12:45","07/21/1999","09:55","26","H16.RS","HL",1,"",8,"M-","",45,10,"","","","","","","","","","",15,744670,4306185,74465.3062,744670,4306185,1,.1,30,"",31.5,"",1.8,"",491,"",.01,"",3.3,"1","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,24,"300",1,1,1,"BHCP",800,"",1,1,"","","","",210,24,"0","9902"
,14002369,4,0,"IMP-O","07/19/1999","12:45","07/21/1999","09:55","26","H16.RS","HL",1,"",8,"M-","",45,10,"","","","","","","","","","",15,744670,4306185,74465.3062,744670,4306185,1,.1,30,"",31.5,"",1.8,"",491,"",.01,"",3.3,"1","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,24,"300",1,1,2,"BHCP",620,"",1,1,"","","","",210,24,"0","9902"
,14002371,4,0,"IMP-S","07/19/1999","13:09","07/20/1999","13:50","26","F8.RS","F",1,"",5,"M-","",24,41,"","","","","","","","","","",15,744220,4306485,74420.3065,744220,4306485,1,.1,35,"",32.3,"",.6,"",466,"",0,"",3.4,"1","","","","","",0,2,"0","0","0","0","0","0","1","0","",0,2,9,"300",1,1,3,"BHCP",330,"",1,1,"","","","",300,34,"0","9902"
,14002410,4,0,"IMP-O","08/09/1999","10:05","08/11/1999","08:20","26","H17.RS","HL",2,"",5,"M-","",46,15,"","","","","","","","","","",15,745220,4305835,74520.30585,745220,4305835,1,.1,35,"",27.7,"",3.8,"",454,"",.01,"",7.8,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,1,14,"300",1,1,1,"BHCP",880,"",1,1,"","","","",210,14,"0","9903"
,14002421,4,0,"BWC-O","08/09/1999","12:55","08/11/1999","09:35","26","H14.RS","HL",2,"",5,"M-","",44,40,"","","","","","","","","","",15,742620,4306785,74260.3068,742620,4306785,1,.1,20,"",28.7,"",.4,"",462,"",.01,"",11.8,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,8,"300",1,1,1,"BHCP",820,"",1,1,"","","","",210,10,"0","9903"
,14002421,4,0,"BWC-O","08/09/1999","12:55","08/11/1999","09:35","26","H14.RS","HL",2,"",5,"M-","",44,40,"","","","","","","","","","",15,742620,4306785,74260.3068,742620,4306785,1,.1,20,"",28.7,"",.4,"",462,"",.01,"",11.8,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,8,"300",1,1,2,"BHCP",790,"",1,1,"","","","",210,10,"0","9903"
,14002423,4,0,"BWC-O","08/09/1999","13:15","08/11/1999","09:45","26","H15.RS","HL",2,"",5,"M-","",44,30,"","","","","","","","","","",15,742670,4306685,74265.3067,742670,4306685,1,.1,20,"",28.7,"",.6,"",462,"",.01,"",11.8,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,5,"300",1,1,5,"BHCP",940,"",1,1,"","","","",210,6,"0","9903"
,14002423,4,0,"BWC-O","08/09/1999","13:15","08/11/1999","09:45","26","H15.RS","HL",2,"",5,"M-","",44,30,"","","","","","","","","","",15,742670,4306685,74265.3067,742670,4306685,1,.1,20,"",28.7,"",.6,"",462,"",.01,"",11.8,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,5,"300",1,1,4,"BHCP",950,"",1,1,"","","","",210,6,"0","9903"
,14002424,4,0,"BWC-O","08/09/1999","13:20","08/11/1999","10:00","26","H15.RS","HS",2,"",5,"M-","",44,40,"","","","","","","","","","",15,742670,4306685,74265.3067,742670,4306685,1,.1,20,"",28.7,"",.6,"",462,"",.01,"",11.8,"","","","","","",0,1,"0","0","0","0","0","0","0","0","",0,1,3,"300",1,1,2,"BHCP",370,"",1,1,"","","","",210,3,"0","9903"
